,Category,Accident_Type,Year,Month,Value
1421,traffic accidents,all in all,2005,9,3921.0
1422,traffic accidents,all in all,2005,10,3503.0
1423,traffic accidents,all in all,2005,11,3205.0
1424,traffic accidents,all in all,2005,12,3549.0
1426,traffic accidents,all in all,2004,1,2969.0
1427,traffic accidents,all in all,2004,2,2728.0
1428,traffic accidents,all in all,2004,3,3271.0
1429,traffic accidents,all in all,2004,4,3183.0
1430,traffic accidents,all in all,2004,5,3378.0
1431,traffic accidents,all in all,2004,6,3229.0
1432,traffic accidents,all in all,2004,7,3760.0
1433,traffic accidents,all in all,2004,8,2926.0
1434,traffic accidents,all in all,2004,9,3663.0
1435,traffic accidents,all in all,2004,10,3716.0
1436,traffic accidents,all in all,2004,11,3449.0
1437,traffic accidents,all in all,2004,12,3792.0
1439,traffic accidents,all in all,2003,1,3073.0
1440,traffic accidents,all in all,2003,2,2968.0
1441,traffic accidents,all in all,2003,3,3060.0
1442,traffic accidents,all in all,2003,4,3106.0
1443,traffic accidents,all in all,2003,5,3255.0
1444,traffic accidents,all in all,2003,6,3139.0
1445,traffic accidents,all in all,2003,7,3321.0
1446,traffic accidents,all in all,2003,8,2837.0
1447,traffic accidents,all in all,2003,9,3393.0
1448,traffic accidents,all in all,2003,10,3631.0
1449,traffic accidents,all in all,2003,11,3325.0
1450,traffic accidents,all in all,2003,12,3527.0
1452,traffic accidents,all in all,2002,1,3063.0
1453,traffic accidents,all in all,2002,2,2892.0
1454,traffic accidents,all in all,2002,3,3380.0
1455,traffic accidents,all in all,2002,4,3142.0
1456,traffic accidents,all in all,2002,5,3731.0
1457,traffic accidents,all in all,2002,6,3586.0
1458,traffic accidents,all in all,2002,7,3960.0
1459,traffic accidents,all in all,2002,8,3007.0
1460,traffic accidents,all in all,2002,9,3436.0
1461,traffic accidents,all in all,2002,10,3859.0
1462,traffic accidents,all in all,2002,11,3529.0
1463,traffic accidents,all in all,2002,12,3023.0
1465,traffic accidents,all in all,2001,1,3348.0
1466,traffic accidents,all in all,2001,2,3148.0
1467,traffic accidents,all in all,2001,3,3970.0
1468,traffic accidents,all in all,2001,4,3565.0
1469,traffic accidents,all in all,2001,5,4128.0
1470,traffic accidents,all in all,2001,6,3715.0
1471,traffic accidents,all in all,2001,7,4288.0
1472,traffic accidents,all in all,2001,8,3351.0
1473,traffic accidents,all in all,2001,9,3939.0
1474,traffic accidents,all in all,2001,10,4250.0
1475,traffic accidents,all in all,2001,11,4022.0
1476,traffic accidents,all in all,2001,12,3989.0
1478,traffic accidents,all in all,2000,1,3448.0
1479,traffic accidents,all in all,2000,2,3181.0
1480,traffic accidents,all in all,2000,3,3783.0
1481,traffic accidents,all in all,2000,4,3317.0
1482,traffic accidents,all in all,2000,5,4123.0
1483,traffic accidents,all in all,2000,6,3329.0
1484,traffic accidents,all in all,2000,7,4282.0
1485,traffic accidents,all in all,2000,8,3387.0
1486,traffic accidents,all in all,2000,9,3807.0
1487,traffic accidents,all in all,2000,10,4117.0
1488,traffic accidents,all in all,2000,11,3931.0
1489,traffic accidents,all in all,2000,12,3789.0
1516,traffic accidents,with personal injury,2020,1,301.0
1517,traffic accidents,with personal injury,2020,2,306.0
1518,traffic accidents,with personal injury,2020,3,270.0
1519,traffic accidents,with personal injury,2020,4,314.0
1520,traffic accidents,with personal injury,2020,5,416.0
1521,traffic accidents,with personal injury,2020,6,496.0
1522,traffic accidents,with personal injury,2020,7,717.0
1523,traffic accidents,with personal injury,2020,8,487.0
1524,traffic accidents,with personal injury,2020,9,555.0
1525,traffic accidents,with personal injury,2020,10,489.0
1526,traffic accidents,with personal injury,2020,11,297.0
1527,traffic accidents,with personal injury,2020,12,270.0
1529,traffic accidents,with personal injury,2019,1,243.0
1530,traffic accidents,with personal injury,2019,2,289.0
1531,traffic accidents,with personal injury,2019,3,369.0
1532,traffic accidents,with personal injury,2019,4,426.0
1533,traffic accidents,with personal injury,2019,5,416.0
1534,traffic accidents,with personal injury,2019,6,615.0
1535,traffic accidents,with personal injury,2019,7,762.0
1536,traffic accidents,with personal injury,2019,8,451.0
1537,traffic accidents,with personal injury,2019,9,533.0
1538,traffic accidents,with personal injury,2019,10,500.0
1539,traffic accidents,with personal injury,2019,11,383.0
1540,traffic accidents,with personal injury,2019,12,326.0
1542,traffic accidents,with personal injury,2018,1,290.0
1543,traffic accidents,with personal injury,2018,2,265.0
1544,traffic accidents,with personal injury,2018,3,331.0
1545,traffic accidents,with personal injury,2018,4,519.0
1546,traffic accidents,with personal injury,2018,5,528.0
1547,traffic accidents,with personal injury,2018,6,622.0
1548,traffic accidents,with personal injury,2018,7,714.0
1549,traffic accidents,with personal injury,2018,8,456.0
1550,traffic accidents,with personal injury,2018,9,528.0
1551,traffic accidents,with personal injury,2018,10,529.0
1552,traffic accidents,with personal injury,2018,11,407.0
1553,traffic accidents,with personal injury,2018,12,282.0
1555,traffic accidents,with personal injury,2017,1,242.0
1556,traffic accidents,with personal injury,2017,2,277.0
1557,traffic accidents,with personal injury,2017,3,407.0
1558,traffic accidents,with personal injury,2017,4,365.0
1559,traffic accidents,with personal injury,2017,5,545.0
1560,traffic accidents,with personal injury,2017,6,568.0
1561,traffic accidents,with personal injury,2017,7,611.0
1562,traffic accidents,with personal injury,2017,8,447.0
1563,traffic accidents,with personal injury,2017,9,430.0
1564,traffic accidents,with personal injury,2017,10,490.0
1565,traffic accidents,with personal injury,2017,11,373.0
1566,traffic accidents,with personal injury,2017,12,307.0
1568,traffic accidents,with personal injury,2016,1,298.0
1569,traffic accidents,with personal injury,2016,2,305.0
1570,traffic accidents,with personal injury,2016,3,299.0
1571,traffic accidents,with personal injury,2016,4,447.0
1572,traffic accidents,with personal injury,2016,5,502.0
1573,traffic accidents,with personal injury,2016,6,592.0
1574,traffic accidents,with personal injury,2016,7,623.0
1575,traffic accidents,with personal injury,2016,8,469.0
1576,traffic accidents,with personal injury,2016,9,627.0
1577,traffic accidents,with personal injury,2016,10,448.0
1578,traffic accidents,with personal injury,2016,11,402.0
1579,traffic accidents,with personal injury,2016,12,317.0
1581,traffic accidents,with personal injury,2015,1,263.0
1582,traffic accidents,with personal injury,2015,2,262.0
1583,traffic accidents,with personal injury,2015,3,376.0
1584,traffic accidents,with personal injury,2015,4,495.0
1585,traffic accidents,with personal injury,2015,5,487.0
1586,traffic accidents,with personal injury,2015,6,560.0
1587,traffic accidents,with personal injury,2015,7,708.0
1588,traffic accidents,with personal injury,2015,8,481.0
1589,traffic accidents,with personal injury,2015,9,509.0
1590,traffic accidents,with personal injury,2015,10,475.0
1591,traffic accidents,with personal injury,2015,11,430.0
1592,traffic accidents,with personal injury,2015,12,384.0
1594,traffic accidents,with personal injury,2014,1,324.0
1595,traffic accidents,with personal injury,2014,2,309.0
1596,traffic accidents,with personal injury,2014,3,460.0
1597,traffic accidents,with personal injury,2014,4,455.0
1598,traffic accidents,with personal injury,2014,5,536.0
1599,traffic accidents,with personal injury,2014,6,558.0
1600,traffic accidents,with personal injury,2014,7,654.0
1601,traffic accidents,with personal injury,2014,8,432.0
1602,traffic accidents,with personal injury,2014,9,534.0
1603,traffic accidents,with personal injury,2014,10,529.0
1604,traffic accidents,with personal injury,2014,11,401.0
1605,traffic accidents,with personal injury,2014,12,331.0
1607,traffic accidents,with personal injury,2013,1,254.0
1608,traffic accidents,with personal injury,2013,2,263.0
1609,traffic accidents,with personal injury,2013,3,284.0
1610,traffic accidents,with personal injury,2013,4,440.0
1611,traffic accidents,with personal injury,2013,5,454.0
1612,traffic accidents,with personal injury,2013,6,580.0
1613,traffic accidents,with personal injury,2013,7,812.0
1614,traffic accidents,with personal injury,2013,8,514.0
1615,traffic accidents,with personal injury,2013,9,531.0
1616,traffic accidents,with personal injury,2013,10,510.0
1617,traffic accidents,with personal injury,2013,11,388.0
1618,traffic accidents,with personal injury,2013,12,356.0
1620,traffic accidents,with personal injury,2012,1,273.0
1621,traffic accidents,with personal injury,2012,2,233.0
1622,traffic accidents,with personal injury,2012,3,424.0
1623,traffic accidents,with personal injury,2012,4,394.0
1624,traffic accidents,with personal injury,2012,5,596.0
1625,traffic accidents,with personal injury,2012,6,577.0
1626,traffic accidents,with personal injury,2012,7,632.0
1627,traffic accidents,with personal injury,2012,8,545.0
1628,traffic accidents,with personal injury,2012,9,532.0
1629,traffic accidents,with personal injury,2012,10,477.0
1630,traffic accidents,with personal injury,2012,11,394.0
1631,traffic accidents,with personal injury,2012,12,248.0
1633,traffic accidents,with personal injury,2011,1,255.0
1634,traffic accidents,with personal injury,2011,2,264.0
1635,traffic accidents,with personal injury,2011,3,373.0
1636,traffic accidents,with personal injury,2011,4,505.0
1637,traffic accidents,with personal injury,2011,5,636.0
1638,traffic accidents,with personal injury,2011,6,399.0
1639,traffic accidents,with personal injury,2011,7,532.0
1640,traffic accidents,with personal injury,2011,8,402.0
1641,traffic accidents,with personal injury,2011,9,441.0
1642,traffic accidents,with personal injury,2011,10,393.0
1643,traffic accidents,with personal injury,2011,11,359.0
1644,traffic accidents,with personal injury,2011,12,315.0
1646,traffic accidents,with personal injury,2010,1,147.0
1647,traffic accidents,with personal injury,2010,2,200.0
1648,traffic accidents,with personal injury,2010,3,291.0
1649,traffic accidents,with personal injury,2010,4,377.0
1650,traffic accidents,with personal injury,2010,5,320.0
1651,traffic accidents,with personal injury,2010,6,440.0
1652,traffic accidents,with personal injury,2010,7,619.0
1653,traffic accidents,with personal injury,2010,8,416.0
1654,traffic accidents,with personal injury,2010,9,456.0
1655,traffic accidents,with personal injury,2010,10,432.0
1656,traffic accidents,with personal injury,2010,11,319.0
1657,traffic accidents,with personal injury,2010,12,223.0
1659,traffic accidents,with personal injury,2009,1,184.0
1660,traffic accidents,with personal injury,2009,2,273.0
1661,traffic accidents,with personal injury,2009,3,202.0
1662,traffic accidents,with personal injury,2009,4,357.0
1663,traffic accidents,with personal injury,2009,5,454.0
1664,traffic accidents,with personal injury,2009,6,371.0
1665,traffic accidents,with personal injury,2009,7,476.0
1666,traffic accidents,with personal injury,2009,8,376.0
1667,traffic accidents,with personal injury,2009,9,388.0
1668,traffic accidents,with personal injury,2009,10,360.0
1669,traffic accidents,with personal injury,2009,11,312.0
1670,traffic accidents,with personal injury,2009,12,312.0
1672,traffic accidents,with personal injury,2008,1,260.0
1673,traffic accidents,with personal injury,2008,2,279.0
1674,traffic accidents,with personal injury,2008,3,210.0
1675,traffic accidents,with personal injury,2008,4,315.0
1676,traffic accidents,with personal injury,2008,5,445.0
1677,traffic accidents,with personal injury,2008,6,424.0
1678,traffic accidents,with personal injury,2008,7,459.0
1679,traffic accidents,with personal injury,2008,8,402.0
1680,traffic accidents,with personal injury,2008,9,360.0
1681,traffic accidents,with personal injury,2008,10,373.0
1682,traffic accidents,with personal injury,2008,11,281.0
1683,traffic accidents,with personal injury,2008,12,230.0
1685,traffic accidents,with personal injury,2007,1,218.0
1686,traffic accidents,with personal injury,2007,2,217.0
1687,traffic accidents,with personal injury,2007,3,293.0
1688,traffic accidents,with personal injury,2007,4,396.0
1689,traffic accidents,with personal injury,2007,5,482.0
1690,traffic accidents,with personal injury,2007,6,444.0
1691,traffic accidents,with personal injury,2007,7,435.0
1692,traffic accidents,with personal injury,2007,8,344.0
1693,traffic accidents,with personal injury,2007,9,385.0
1694,traffic accidents,with personal injury,2007,10,405.0
1695,traffic accidents,with personal injury,2007,11,324.0
1696,traffic accidents,with personal injury,2007,12,333.0
1698,traffic accidents,with personal injury,2006,1,291.0
1699,traffic accidents,with personal injury,2006,2,237.0
1700,traffic accidents,with personal injury,2006,3,275.0
1701,traffic accidents,with personal injury,2006,4,301.0
1702,traffic accidents,with personal injury,2006,5,471.0
1703,traffic accidents,with personal injury,2006,6,406.0
1704,traffic accidents,with personal injury,2006,7,671.0
1705,traffic accidents,with personal injury,2006,8,422.0
1706,traffic accidents,with personal injury,2006,9,407.0
1707,traffic accidents,with personal injury,2006,10,500.0
1708,traffic accidents,with personal injury,2006,11,384.0
1709,traffic accidents,with personal injury,2006,12,386.0
1711,traffic accidents,with personal injury,2005,1,244.0
1712,traffic accidents,with personal injury,2005,2,229.0
1713,traffic accidents,with personal injury,2005,3,299.0
1714,traffic accidents,with personal injury,2005,4,422.0
1715,traffic accidents,with personal injury,2005,5,521.0
1716,traffic accidents,with personal injury,2005,6,627.0
1717,traffic accidents,with personal injury,2005,7,558.0
1718,traffic accidents,with personal injury,2005,8,462.0
1719,traffic accidents,with personal injury,2005,9,678.0
1720,traffic accidents,with personal injury,2005,10,451.0
1721,traffic accidents,with personal injury,2005,11,496.0
1722,traffic accidents,with personal injury,2005,12,487.0
1724,traffic accidents,with personal injury,2004,1,286.0
1725,traffic accidents,with personal injury,2004,2,240.0
1726,traffic accidents,with personal injury,2004,3,321.0
1727,traffic accidents,with personal injury,2004,4,388.0
1728,traffic accidents,with personal injury,2004,5,476.0
1729,traffic accidents,with personal injury,2004,6,491.0
1730,traffic accidents,with personal injury,2004,7,646.0
1731,traffic accidents,with personal injury,2004,8,584.0
1732,traffic accidents,with personal injury,2004,9,541.0
1733,traffic accidents,with personal injury,2004,10,465.0
1734,traffic accidents,with personal injury,2004,11,360.0
1735,traffic accidents,with personal injury,2004,12,416.0
1737,traffic accidents,with personal injury,2003,1,282.0
1738,traffic accidents,with personal injury,2003,2,232.0
1739,traffic accidents,with personal injury,2003,3,374.0
1740,traffic accidents,with personal injury,2003,4,429.0
1741,traffic accidents,with personal injury,2003,5,510.0
1742,traffic accidents,with personal injury,2003,6,566.0
1743,traffic accidents,with personal injury,2003,7,538.0
1744,traffic accidents,with personal injury,2003,8,461.0
1745,traffic accidents,with personal injury,2003,9,452.0
1746,traffic accidents,with personal injury,2003,10,466.0
1747,traffic accidents,with personal injury,2003,11,359.0
1748,traffic accidents,with personal injury,2003,12,383.0
1750,traffic accidents,with personal injury,2002,1,328.0
1751,traffic accidents,with personal injury,2002,2,316.0
1752,traffic accidents,with personal injury,2002,3,414.0
1753,traffic accidents,with personal injury,2002,4,432.0
1754,traffic accidents,with personal injury,2002,5,537.0
1755,traffic accidents,with personal injury,2002,6,675.0
1756,traffic accidents,with personal injury,2002,7,711.0
1757,traffic accidents,with personal injury,2002,8,479.0
1758,traffic accidents,with personal injury,2002,9,509.0
1759,traffic accidents,with personal injury,2002,10,467.0
1760,traffic accidents,with personal injury,2002,11,448.0
1761,traffic accidents,with personal injury,2002,12,304.0
1763,traffic accidents,with personal injury,2001,1,354.0
1764,traffic accidents,with personal injury,2001,2,343.0
1765,traffic accidents,with personal injury,2001,3,426.0
1766,traffic accidents,with personal injury,2001,4,454.0
1767,traffic accidents,with personal injury,2001,5,655.0
1768,traffic accidents,with personal injury,2001,6,560.0
1769,traffic accidents,with personal injury,2001,7,755.0
1770,traffic accidents,with personal injury,2001,8,510.0
1771,traffic accidents,with personal injury,2001,9,497.0
1772,traffic accidents,with personal injury,2001,10,581.0
1773,traffic accidents,with personal injury,2001,11,436.0
1774,traffic accidents,with personal injury,2001,12,377.0
1776,traffic accidents,with personal injury,2000,1,321.0
1777,traffic accidents,with personal injury,2000,2,329.0
1778,traffic accidents,with personal injury,2000,3,414.0
1779,traffic accidents,with personal injury,2000,4,441.0
1780,traffic accidents,with personal injury,2000,5,568.0
1781,traffic accidents,with personal injury,2000,6,555.0
1782,traffic accidents,with personal injury,2000,7,610.0
1783,traffic accidents,with personal injury,2000,8,525.0
1784,traffic accidents,with personal injury,2000,9,557.0
1785,traffic accidents,with personal injury,2000,10,493.0
1786,traffic accidents,with personal injury,2000,11,461.0
1787,traffic accidents,with personal injury,2000,12,403.0
1814,traffic accidents,injured and killed,2020,1,360.0
1815,traffic accidents,injured and killed,2020,2,355.0
1816,traffic accidents,injured and killed,2020,3,334.0
1817,traffic accidents,injured and killed,2020,4,363.0
1818,traffic accidents,injured and killed,2020,5,464.0
1819,traffic accidents,injured and killed,2020,6,585.0
1820,traffic accidents,injured and killed,2020,7,821.0
1821,traffic accidents,injured and killed,2020,8,563.0
1822,traffic accidents,injured and killed,2020,9,634.0
1823,traffic accidents,injured and killed,2020,10,566.0
1824,traffic accidents,injured and killed,2020,11,348.0
1825,traffic accidents,injured and killed,2020,12,311.0
1827,traffic accidents,injured and killed,2019,1,297.0
1828,traffic accidents,injured and killed,2019,2,345.0
1829,traffic accidents,injured and killed,2019,3,427.0
1830,traffic accidents,injured and killed,2019,4,515.0
1831,traffic accidents,injured and killed,2019,5,484.0
1832,traffic accidents,injured and killed,2019,6,710.0
1833,traffic accidents,injured and killed,2019,7,898.0
1834,traffic accidents,injured and killed,2019,8,532.0
1835,traffic accidents,injured and killed,2019,9,609.0
1836,traffic accidents,injured and killed,2019,10,591.0
1837,traffic accidents,injured and killed,2019,11,453.0
1838,traffic accidents,injured and killed,2019,12,378.0
1840,traffic accidents,injured and killed,2018,1,350.0
1841,traffic accidents,injured and killed,2018,2,328.0
1842,traffic accidents,injured and killed,2018,3,383.0
1843,traffic accidents,injured and killed,2018,4,619.0
1844,traffic accidents,injured and killed,2018,5,640.0
1845,traffic accidents,injured and killed,2018,6,732.0
1846,traffic accidents,injured and killed,2018,7,852.0
1847,traffic accidents,injured and killed,2018,8,529.0
1848,traffic accidents,injured and killed,2018,9,645.0
1849,traffic accidents,injured and killed,2018,10,616.0
1850,traffic accidents,injured and killed,2018,11,485.0
1851,traffic accidents,injured and killed,2018,12,348.0
1853,traffic accidents,injured and killed,2017,1,307.0
1854,traffic accidents,injured and killed,2017,2,334.0
1855,traffic accidents,injured and killed,2017,3,486.0
1856,traffic accidents,injured and killed,2017,4,439.0
1857,traffic accidents,injured and killed,2017,5,631.0
1858,traffic accidents,injured and killed,2017,6,668.0
1859,traffic accidents,injured and killed,2017,7,752.0
1860,traffic accidents,injured and killed,2017,8,504.0
1861,traffic accidents,injured and killed,2017,9,546.0
1862,traffic accidents,injured and killed,2017,10,572.0
1863,traffic accidents,injured and killed,2017,11,443.0
1864,traffic accidents,injured and killed,2017,12,376.0
1866,traffic accidents,injured and killed,2016,1,380.0
1867,traffic accidents,injured and killed,2016,2,351.0
1868,traffic accidents,injured and killed,2016,3,370.0
1869,traffic accidents,injured and killed,2016,4,545.0
1870,traffic accidents,injured and killed,2016,5,602.0
1871,traffic accidents,injured and killed,2016,6,691.0
1872,traffic accidents,injured and killed,2016,7,742.0
1873,traffic accidents,injured and killed,2016,8,540.0
1874,traffic accidents,injured and killed,2016,9,759.0
1875,traffic accidents,injured and killed,2016,10,559.0
1876,traffic accidents,injured and killed,2016,11,489.0
1877,traffic accidents,injured and killed,2016,12,381.0
1879,traffic accidents,injured and killed,2015,1,334.0
1880,traffic accidents,injured and killed,2015,2,321.0
1881,traffic accidents,injured and killed,2015,3,471.0
1882,traffic accidents,injured and killed,2015,4,598.0
1883,traffic accidents,injured and killed,2015,5,604.0
1884,traffic accidents,injured and killed,2015,6,673.0
1885,traffic accidents,injured and killed,2015,7,809.0
1886,traffic accidents,injured and killed,2015,8,546.0
1887,traffic accidents,injured and killed,2015,9,614.0
1888,traffic accidents,injured and killed,2015,10,569.0
1889,traffic accidents,injured and killed,2015,11,506.0
1890,traffic accidents,injured and killed,2015,12,479.0
1892,traffic accidents,injured and killed,2014,1,412.0
1893,traffic accidents,injured and killed,2014,2,372.0
1894,traffic accidents,injured and killed,2014,3,559.0
1895,traffic accidents,injured and killed,2014,4,549.0
1896,traffic accidents,injured and killed,2014,5,671.0
1897,traffic accidents,injured and killed,2014,6,656.0
1898,traffic accidents,injured and killed,2014,7,783.0
1899,traffic accidents,injured and killed,2014,8,517.0
1900,traffic accidents,injured and killed,2014,9,620.0
1901,traffic accidents,injured and killed,2014,10,652.0
1902,traffic accidents,injured and killed,2014,11,464.0
1903,traffic accidents,injured and killed,2014,12,413.0
1905,traffic accidents,injured and killed,2013,1,320.0
1906,traffic accidents,injured and killed,2013,2,326.0
1907,traffic accidents,injured and killed,2013,3,350.0
1908,traffic accidents,injured and killed,2013,4,523.0
1909,traffic accidents,injured and killed,2013,5,530.0
1910,traffic accidents,injured and killed,2013,6,734.0
1911,traffic accidents,injured and killed,2013,7,976.0
1912,traffic accidents,injured and killed,2013,8,645.0
1913,traffic accidents,injured and killed,2013,9,617.0
1914,traffic accidents,injured and killed,2013,10,595.0
1915,traffic accidents,injured and killed,2013,11,483.0
1916,traffic accidents,injured and killed,2013,12,423.0
1918,traffic accidents,injured and killed,2012,1,338.0
1919,traffic accidents,injured and killed,2012,2,290.0
1920,traffic accidents,injured and killed,2012,3,526.0
1921,traffic accidents,injured and killed,2012,4,485.0
1922,traffic accidents,injured and killed,2012,5,719.0
1923,traffic accidents,injured and killed,2012,6,681.0
1924,traffic accidents,injured and killed,2012,7,730.0
1925,traffic accidents,injured and killed,2012,8,635.0
1926,traffic accidents,injured and killed,2012,9,632.0
1927,traffic accidents,injured and killed,2012,10,580.0
1928,traffic accidents,injured and killed,2012,11,471.0
1929,traffic accidents,injured and killed,2012,12,317.0
1931,traffic accidents,injured and killed,2011,1,328.0
1932,traffic accidents,injured and killed,2011,2,343.0
1933,traffic accidents,injured and killed,2011,3,425.0
1934,traffic accidents,injured and killed,2011,4,604.0
1935,traffic accidents,injured and killed,2011,5,765.0
1936,traffic accidents,injured and killed,2011,6,472.0
1937,traffic accidents,injured and killed,2011,7,637.0
1938,traffic accidents,injured and killed,2011,8,487.0
1939,traffic accidents,injured and killed,2011,9,519.0
1940,traffic accidents,injured and killed,2011,10,481.0
1941,traffic accidents,injured and killed,2011,11,438.0
1942,traffic accidents,injured and killed,2011,12,370.0
1944,traffic accidents,injured and killed,2010,1,192.0
1945,traffic accidents,injured and killed,2010,2,247.0
1946,traffic accidents,injured and killed,2010,3,341.0
1947,traffic accidents,injured and killed,2010,4,216.0
1948,traffic accidents,injured and killed,2010,5,389.0
1949,traffic accidents,injured and killed,2010,6,517.0
1950,traffic accidents,injured and killed,2010,7,721.0
1951,traffic accidents,injured and killed,2010,8,481.0
1952,traffic accidents,injured and killed,2010,9,534.0
1953,traffic accidents,injured and killed,2010,10,524.0
1954,traffic accidents,injured and killed,2010,11,383.0
1955,traffic accidents,injured and killed,2010,12,277.0
1957,traffic accidents,injured and killed,2009,1,223.0
1958,traffic accidents,injured and killed,2009,2,340.0
1959,traffic accidents,injured and killed,2009,3,245.0
1960,traffic accidents,injured and killed,2009,4,416.0
1961,traffic accidents,injured and killed,2009,5,535.0
1962,traffic accidents,injured and killed,2009,6,443.0
1963,traffic accidents,injured and killed,2009,7,556.0
1964,traffic accidents,injured and killed,2009,8,466.0
1965,traffic accidents,injured and killed,2009,9,452.0
1966,traffic accidents,injured and killed,2009,10,432.0
1967,traffic accidents,injured and killed,2009,11,366.0
1968,traffic accidents,injured and killed,2009,12,391.0
1970,traffic accidents,injured and killed,2008,1,307.0
1971,traffic accidents,injured and killed,2008,2,340.0
1972,traffic accidents,injured and killed,2008,3,254.0
1973,traffic accidents,injured and killed,2008,4,355.0
1974,traffic accidents,injured and killed,2008,5,534.0
1975,traffic accidents,injured and killed,2008,6,473.0
1976,traffic accidents,injured and killed,2008,7,538.0
1977,traffic accidents,injured and killed,2008,8,480.0
1978,traffic accidents,injured and killed,2008,9,422.0
1979,traffic accidents,injured and killed,2008,10,455.0
1980,traffic accidents,injured and killed,2008,11,321.0
1981,traffic accidents,injured and killed,2008,12,272.0
1983,traffic accidents,injured and killed,2007,1,268.0
1984,traffic accidents,injured and killed,2007,2,277.0
1985,traffic accidents,injured and killed,2007,3,347.0
1986,traffic accidents,injured and killed,2007,4,500.0
1987,traffic accidents,injured and killed,2007,5,591.0
1988,traffic accidents,injured and killed,2007,6,535.0
1989,traffic accidents,injured and killed,2007,7,511.0
1990,traffic accidents,injured and killed,2007,8,422.0
1991,traffic accidents,injured and killed,2007,9,462.0
1992,traffic accidents,injured and killed,2007,10,491.0
1993,traffic accidents,injured and killed,2007,11,405.0
1994,traffic accidents,injured and killed,2007,12,414.0
1996,traffic accidents,injured and killed,2006,1,364.0
1997,traffic accidents,injured and killed,2006,2,279.0
1998,traffic accidents,injured and killed,2006,3,375.0
1999,traffic accidents,injured and killed,2006,4,387.0
2000,traffic accidents,injured and killed,2006,5,564.0
2001,traffic accidents,injured and killed,2006,6,479.0
2002,traffic accidents,injured and killed,2006,7,787.0
2003,traffic accidents,injured and killed,2006,8,513.0
2004,traffic accidents,injured and killed,2006,9,490.0
2005,traffic accidents,injured and killed,2006,10,632.0
2006,traffic accidents,injured and killed,2006,11,468.0
2007,traffic accidents,injured and killed,2006,12,466.0
2009,traffic accidents,injured and killed,2005,1,306.0
2010,traffic accidents,injured and killed,2005,2,282.0
2011,traffic accidents,injured and killed,2005,3,385.0
2012,traffic accidents,injured and killed,2005,4,514.0
2013,traffic accidents,injured and killed,2005,5,618.0
2014,traffic accidents,injured and killed,2005,6,729.0
2015,traffic accidents,injured and killed,2005,7,675.0
2016,traffic accidents,injured and killed,2005,8,582.0
2017,traffic accidents,injured and killed,2005,9,825.0
2018,traffic accidents,injured and killed,2005,10,568.0
2019,traffic accidents,injured and killed,2005,11,458.0
2020,traffic accidents,injured and killed,2005,12,460.0
2022,traffic accidents,injured and killed,2004,1,377.0
2023,traffic accidents,injured and killed,2004,2,310.0
2024,traffic accidents,injured and killed,2004,3,403.0
2025,traffic accidents,injured and killed,2004,4,461.0
2026,traffic accidents,injured and killed,2004,5,600.0
2027,traffic accidents,injured and killed,2004,6,598.0
2028,traffic accidents,injured and killed,2004,7,811.0
2029,traffic accidents,injured and killed,2004,8,584.0
2030,traffic accidents,injured and killed,2004,9,659.0
2031,traffic accidents,injured and killed,2004,10,561.0
2032,traffic accidents,injured and killed,2004,11,439.0
2033,traffic accidents,injured and killed,2004,12,416.0
2035,traffic accidents,injured and killed,2003,1,358.0
2036,traffic accidents,injured and killed,2003,2,308.0
2037,traffic accidents,injured and killed,2003,3,476.0
2038,traffic accidents,injured and killed,2003,4,535.0
2039,traffic accidents,injured and killed,2003,5,632.0
2040,traffic accidents,injured and killed,2003,6,723.0
2041,traffic accidents,injured and killed,2003,7,644.0
2042,traffic accidents,injured and killed,2003,8,577.0
2043,traffic accidents,injured and killed,2003,9,560.0
2044,traffic accidents,injured and killed,2003,10,595.0
2045,traffic accidents,injured and killed,2003,11,464.0
2046,traffic accidents,injured and killed,2003,12,493.0
2048,traffic accidents,injured and killed,2002,1,431.0
2049,traffic accidents,injured and killed,2002,2,393.0
2050,traffic accidents,injured and killed,2002,3,520.0
2051,traffic accidents,injured and killed,2002,4,521.0
2052,traffic accidents,injured and killed,2002,5,654.0
2053,traffic accidents,injured and killed,2002,6,833.0
2054,traffic accidents,injured and killed,2002,7,865.0
2055,traffic accidents,injured and killed,2002,8,601.0
2056,traffic accidents,injured and killed,2002,9,621.0
2057,traffic accidents,injured and killed,2002,10,630.0
2058,traffic accidents,injured and killed,2002,11,563.0
2059,traffic accidents,injured and killed,2002,12,394.0
2061,traffic accidents,injured and killed,2001,1,448.0
2062,traffic accidents,injured and killed,2001,2,439.0
2063,traffic accidents,injured and killed,2001,3,535.0
2064,traffic accidents,injured and killed,2001,4,578.0
2065,traffic accidents,injured and killed,2001,5,817.0
2066,traffic accidents,injured and killed,2001,6,679.0
2067,traffic accidents,injured and killed,2001,7,921.0
2068,traffic accidents,injured and killed,2001,8,600.0
2069,traffic accidents,injured and killed,2001,9,643.0
2070,traffic accidents,injured and killed,2001,10,717.0
2071,traffic accidents,injured and killed,2001,11,568.0
2072,traffic accidents,injured and killed,2001,12,507.0
2074,traffic accidents,injured and killed,2000,1,434.0
2075,traffic accidents,injured and killed,2000,2,419.0
2076,traffic accidents,injured and killed,2000,3,509.0
2077,traffic accidents,injured and killed,2000,4,557.0
2078,traffic accidents,injured and killed,2000,5,675.0
